"Source Name","Live Substance Count","On-Hold Substance Count","Source Category","Source URL","DSN","Organization","Contact Full Name","Address","City","State","Postcode","Country","Last Update"
"Drug Induced Liver Injury Rank (DILIrank) Dataset",1036,"","Curation Efforts, Governmental Organizations","https://www.fda.gov/science-research/liver-toxicity-knowledge-base-ltkb/drug-induced-liver-injury-rank-dilirank-dataset",24584,"National Center for Toxicological Research","Minjun Chen","3900 NCTR RD","Jefferson","AR",72079,"United States","2021/03/12"
"DrugBank",13575,"","Curation Efforts, Research and Development","https://www.drugbank.ca/","DrugBank","Department of Computational and Biological Sciences","David Wishart","2-21 Athabasca Hall, University of Alberta","Edmonton","AB","T6G 2E8","Canada","2020/03/07"
"DrugCentral",3981,"","Curation Efforts, Research and Development","http://drugcentral.org",15308,"University of New Mexico","Oleg Ursu","700 Camino de Salud NE","Albuquerque","NM",87131,"United States","2018/09/28"
"DSL Chemicals",3,"","Chemical Vendors","http://www.dslchem.com",24582,"DSL Chemicals Co Ltd","Wei Zhang","1120, 409-459 Nanjing Road East","Shanghai","",200001,"China","2021/12/21"
"DTP/NCI",309347,"","Governmental Organizations","https://dtp.cancer.gov/","DTP/NCI","NIH/NCI","Rick Gussio","PO Box B, Riverside 5, Suite 400","FNLCR, Fort Detrick","MD",21702,"United States","2022/01/31"
"EAWAG Biocatalysis/Biodegradation Database",1396,"","Research and Development","http://eawag-bbd.ethz.ch","UM-BBD","Eawag","Kathrin Fenner","Ueberlandstrasse 133, P. O. Box 611","Duebendorf","Zurich",8600,"Switzerland","2020/06/04"
"ECI Group, LCSB, University of Luxembourg",1864,"","Research and Development","https://wwwen.uni.lu/lcsb/research/environmental_cheminformatics",23742,"Environmental Cheminformatics, Luxembourg Centre for Systems Biomedicine, University of Luxembourg","Emma Schymanski","6 avenue du Swing","Belvaux","","L-4367","Luxembourg","2022/01/26"
"EDASA Scientific",27982,"","Chemical Vendors","https://www.edasascientific.com/",1100,"EDASA Scientific","Andrea Altieri","Leninskie Gory","Moscow","Moscow",119992,"Russia","2020/06/11"
"Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)",158018,"","Curation Efforts","https://chem-bla-ics.blogspot.com/",1139,"Maastricht University","Egon Willighagen","Universiteitssingel 50","Maastricht","Limburg","NL-6229 ER","Netherlands","2019/09/23"
"eHeterocycles Ltd",750,"","Chemical Vendors, Legacy Depositors","http://www.eheterocycles.com",4451,"EHETEROCYCLES LTD","Styliana Mirallai","Pavlou Mela 6","Nicosia","Aglatzia",2113,"Cyprus","2015/01/14"
"eInhibitors",797,"","Chemical Vendors, Legacy Depositors","http://ww1.einhibitors.com/",4473,"eInhibitors, LLC","Kavitha karakala","421 Charleville Ct","Cary","NC",27519,"United States","2014/11/03"
"Elizabeth's Lab, Sri Ramachandra Institute of Higher Education and Research (SRIHER) (DU)",3,"","Research and Development","https://www.sriramachandra.edu.in/university/team.php?did=40",23890,"Sri Ramachandra Institute of Higher Education and Research (SRIHER) (DU)","Mary Elizabeth Gnanambal. K","No.1 Ramachandra Nagar","Chennai","Tamil Nadu",600116,"India","2020/02/03"
"Elsa Biotechnology",13868,"","Chemical Vendors","http://www.elsa-biotech.com",15213,"Elsa Biotechnology Co.,Ltd.","Elsa Biotechnology","NO.37,Tanglin,Tangshan Street","Nanjing","Jiangsu",211131,"China","2021/06/11"
"EMD Biosciences",402,"","Chemical Vendors, Legacy Depositors","http://www.emdbiosciences.com","EMD Biosciences","EMD Chemicals","Robert Hoffman","10394 Pacific Center Court","San Diego","CA",92121,"United States","2011/12/08"
"EMD Millipore",2672,"","Chemical Vendors","https://www.emdmillipore.com",1117,"EMD Millipore","Jennifer Widhopf","10394 Pacific Center Court","San Diego","CA",92121,"United States","2014/01/15"
"Eminent Biosciences",1,"","Chemical Vendors","https://www.eminentbio.com/",24585,"Eminent Biosciences","Anuraj Nayarisseri","91, Sector-A, Mahalakshmi Nagar","Indore","",452010,"India","2021/05/13"
"Emory University Molecular Libraries Screening Center",144067,"","Legacy Depositors, NIH Initiatives","https://bdci.emory.edu/","Emory University Molecular Libraries Screening Center","Emory University","Brian Revennaugh","RRC #5001, 1510 Clifton Rd","Atlanta","GA",30322,"United States","2009/02/24"
"Enamine",2207676,"","Chemical Vendors","https://www.enamine.net",822,"Enamine Ltd","Dmytro Mykytenko","23 Olexandra Matrosova Street","Kiev","",01103,"Ukraine","2017/04/25"
"Ennopharm",3000,"","Chemical Vendors, Legacy Depositors","http://www.ennopharm.com","Ennopharm","Shanghai Ennopharm Co., Ltd","Sarah Zhang","R 516, Longwu Rd 2715,minhan district","Shanghai","Shanghai",200231,"China","2010/06/03"
"eNovation Chemicals",328236,"","Chemical Vendors","https://www.enovationchem.com/",15327,"eNovation Chemicals LLC","Jane Kong","173 Rock Rd W","Green Brook","NJ",08812,"United States","2022/02/07"
"enQuireBio",52,"","siRNA Reagent Vendors","https://enquirebio.com",17780,"enQuire Bio","Thomas Maslanik","1825 Lawrence St. Ste. 115","Denver","CO",80202,"United States","2017/10/31"
"EPA DSSTox",872299,"","Curation Efforts, Governmental Organizations, Research and Development","https://www.epa.gov/chemical-research/distributed-structure-searchable-toxicity-dsstox-database","EPA DSSTox","National Center for Computational Toxicology (NCCT) Office of Research and Development, US EPA","Ann Richard","Mail Drop D343-03","Research Triangle Park","NC",27711,"United States","2021/09/09"
"EPA Substance Registry Services",78276,"","Governmental Organizations","https://ofmpub.epa.gov/sor_internet/registry/substreg/LandingPage.do",2331,"US EPA","Akshay Narang","1301 Pennsylvania Ave NW","Washington","DC",20460,"United States","2014/05/08"
"Erezrtech",13,"","Chemical Vendors","https://ereztech.com/",15435,"EREZTECH","Roman Rytov","11555 Medlock Bridge #100","Johns Creek","GA",30097,"United States","2020/01/14"
"Essentials of Glycobiology, 3rd edition",86,"","Curation Efforts","https://www.ncbi.nlm.nih.gov/books/NBK310273/",11743,"Essentials of Glycobiology, 3rd edition","Ajit Varki","Glycobiology Research and Training Center, University of California San Diego, 9500 Gilman Drive MC","La Jolla","CA",92093-0687,"United States","2017/09/19"
"Esther Woon lab, National University of Singapore",2,"","Legacy Depositors, Research and Development","http://pharmacy.nus.edu.sg/profile_estherwoon/",15624,"National University of Singapore","Esther Woon","18 Science Drive 4, Singapore","Singapore","",117559,"Singapore","2017/05/31"
"ET Co.,Ltd.",2240,"","Chemical Vendors","http://en.chemextension.com/",24254,"ET Co.,Ltd.","Ma Jing","Building H13, Beihu Science and Technology Development Zone, Changchun","Changchun","Changchun","","China","2022/02/07"
"Excel-Asia",26,"","Chemical Vendors, Legacy Depositors","http://www.excel-asia.com",15396,"Excel Asia Enterprises LTD","Hellen He","No.8, Lane1305, Huajing Road","Shanghai","Shanghai",200231,"China","2017/03/06"
"Excenen Pharmatech",5859,"","Chemical Vendors","http://www.excenen.com","Excenen Pharmatech","Excenen Pharmatech Co., Ltd","Ryan Leung","Rm411, Area A, No.80, Science and Technology Innovation Base, Guangzhou Science City, Lanyue Road","Guangzhou","Guangdong",510663,"China","2022/01/21"
"Exclusive Chemistry Ltd",4781,"","Chemical Vendors","https://exchemistry.com/","Exchemistry","Exclusive Chemistry Ltd","Vladimir Maslenko","127 Lenina Street, office 210","Obninsk","Kaluga region",249030,"Russia","2019/04/25"
"Eximed Laboratory",63783,"","Chemical Vendors","https://eximedlab.com",22122,"Eximed Laboratory","Myroslav Garazd","Kharkivs'ke Highway, 50","Kyiv","",02160,"Ukraine","2020/07/07"
"Expert Synthesis Solutions",163,"","Chemical Vendors","https://esschemco.com/",14199,"Expert Synthesis Solutions","Ruxanda Rusu","700 Collip Circle","London","ON","N6G4X8","Canada","2016/11/11"
"fcenuba",6,"","Legacy Depositors, Research and Development","http://www.uba.ar",1228,"School of Natural and Exact Sciences, Buenos Aires University","Lia Gerschenson","Intendente Guiraldes 2620","Buenos Aires","Buenos Aires",1428,"Argentina","2013/12/12"
"FChemicals",18,"","Chemical Vendors","http://www.bestpharm.cn/en/products.php?leixing=Products",15229,"Wuxi Qianhao Biopharm Co.,Ltd","Shan Xu","A1007,No 85 Shashan Road,Jianyin","Wuxi","Jiangsu","","China","2016/08/16"
"FDA/SPL Indexing Data",136978,"","Governmental Organizations","https://dailymed.nlm.nih.gov/dailymed/index.cfm",2322,"U.S. Food and Drug Administration","FDA/ SPL team","10903 New Hampshire Avenue","Silver Spring","MD",20993,"United States","2022/01/16"
"Fermalogic",1,"","Chemical Vendors","https://www.fermalogic.com/",15581,"Fermalogic, Inc.","Mark Weber","4222 N. Ravenswood Ave., Suite 208","Chicago","IL",60613,"United States","2017/05/01"
"Fernandez-Hernando Lab, Department of Comparative Medicine, Yale University",21690,"","Research and Development","https://medicine.yale.edu/profile/carlos_fernandez/",24861,"Department of Comparative Medicine, Yale University","Leigh Goedeke","10 Amistad St","New Haven","CT",06519,"United States","2021/09/07"
"Finetech Industry Limited",174385,"","Chemical Vendors","https://www.finetechnology-ind.com/",718,"FINETECH INDSTRY LIMITED","Eric Anderson","456 GUANGGU ROAD","WUHAN","HUBEI",430073,"China","2020/06/17"
"Finley and King Labs, Harvard Medical School",1,"","Legacy Depositors, Research and Development","https://king.med.harvard.edu/","Finley and King Labs, Harvard Medical School","Harvard Medical School","Randall King","240 Longwood Ave","Boston","MA",02115,"United States","2010/06/25"
"Fisher Chemical",2168,"","Chemical Vendors","https://www.fishersci.com/us/en/brands/I8T3NQD9/fisher-chemical.html",20885,"Fisher Chemical","Clayton Nichols","300 Industry Drive","Pittsburgh","Pennsylvania",15275,"United States","2018/11/07"
"FivePhoton/Pacific Ion",1,"","Chemical Vendors","https://www.fivephoton.com/index.php/",15415,"FivePhoton/Pacific Ion","Victor Panchenko","4907 Morena Blvd, Ste 1403","San Diego","CA",92117,"United States","2016/12/23"
"Fluor-Probes",15,"","Chemical Vendors, Legacy Depositors","http://www.fluor-probe.com",11755,"Fluor-Probes Company Limited","Amy Wong","FLAT/RM B 8/F CHONG MING BUILDING 72 CHEUNG SHA WAN RD KOULOON HONGKONG","Hong Kong","Hong kong",999077,"Hong Kong","2015/07/23"
"Fluoropharm Co.,Ltd",1266,"","Chemical Vendors, Legacy Depositors","https://www.fluoropharm.com/",1246,"Fluoropharm Co.,Ltd","Frank Zhang","Joinhands Science Park No.4028 Nanhuan RD","Hangzhou","Zhejiang",310053,"China","2014/01/02"
"FondChemical Co., Ltd",3154,"","Chemical Vendors","http://www.fondchemical.com",20986,"Fondchemical Co.,Ltd","Dison Gong","NO.88, Danshan Road","Wuxi","Jiangsu",214104,"China","2019/07/11"
"ForeChem",1317,"","Chemical Vendors, Legacy Depositors","http://www.forechem.com",775,"ForeChem Ltd.","Wenyu Tian","No.100,Shanghai Rd.,","Nantong","Jiangsu",226010,"China","2011/08/29"
"Fornace Lab, Georgetown University Medical Center",1,"","Research and Development","https://fornacelab.georgetown.edu/",24655,"Georgetown University","Evan Pannkuk","3970 Reservoir Rd, NW New Research Building E504","Washington","DC",20057,"United States","2022/01/31"
"Founder Pharma",44839,"","Chemical Vendors, Legacy Depositors","http://www.pku-hc.com/en/",10694,"Founder Pharma","Ye Jing","7F, Founder Building, No.1122, Xin Jin Qiao Road","Shanghai","Shanghai",201206,"China","2015/05/06"
"Fragmenta",2016,"","Chemical Vendors, Legacy Depositors","http://www.fragmenta.com",848,"Fragmenta","Cara Tian","11 Deer Park Drive, Suite 201 ","Monmouth Junction","NJ",08852,"United States","2013/03/01"
"Fredberg Lab, Harvard T.H. Chan School of Public Health",11200,"","Research and Development","https://www.hsph.harvard.edu/jeffrey-fredberg/",24015,"Harvard T.H. Chan School of Public Health","Chan Young Park","665 Huntington Ave","Boston","MA",02115,"United States","2020/06/17"
"Frinton Laboratories",1335,"","Chemical Vendors","https://www.frinton.com/",22021,"Frinton Laboratories, Inc.","George Inglessis","4204 Sylon Blvd.","Hainesport","NJ",08036,"United States","2021/11/13"
"Fumizol Ltd",4,"","Chemical Vendors","https://www.fumizol.hu/",24401,"Fumizol Ltd.","Tamas Bartok","Kisfaludy u. 6/B","Szeged","Csongrad",6725,"Hungary","2020/10/21"
"Funakoshi",30,"","Chemical Vendors","https://www.funakoshi.co.jp/exports",24239,"Funakoshi Co., Ltd.","Hirofumi Hashima","9-7 Hongo 2-Chome, Bunkyo-ku","Tokyo","",113-0033,"Japan","2021/08/05"
"FUSC",1,"","Research and Development","https://www.usac.edu.gt/",10676,"Universidad de San Carlos de Guatemala","Rodrigo Vargas","ciudad universitaria Zona 12, Edificio T-12","Guatemala","Guatemala","ciudad uni","Guatemala","2015/04/27"
"FutureChem",151,"","Chemical Vendors","https://notopen.webmaker21.kr/",15430,"FutureChem CO., LTD","Jieun Song","232 Gongneung-ro, Nowon-g","Seoul","",01811,"South Korea","2017/05/15"
"Gademann Lab, Department of Chemistry, University of Zurich",36,"","Research and Development","https://www.chem.uzh.ch/en/research/groups/gademann.html",24552,"University of Zurich","Karl Gademann","Winterthurerstrasse 190","Zurich","",8057,"Switzerland","2021/03/05"
"Gallagher Lab, School of Chemistry, University of Bristol",4,"","Research and Development","https://gallagherresearchgroup.wordpress.com/",23994,"University of Bristol","Tim Gallagher","School of Chemistry","Bristol","","BS8 1TS","United Kingdom","2020/03/16"
"Ganolix LifeScience",2,"","Chemical Vendors, Legacy Depositors","http://www.ganolix-pharm.com","Ganolix LifeScience","Ganolix Lifescience Co.,Limited","Bruce Ting","17301 No 431 Lianhua South Road","Shanghai","Shanghai",201100,"China","2009/10/15"
"Garg Lab, Department of Chemistry and Biochemistry, UCLA",3,"","Research and Development","https://garg.chem.ucla.edu/research/",20984,"Department of Chemistry and Biochemistry, UCLA","Neil Garg","607 Charles E Young Dr East","Los Angeles","CA",90024,"United States","2018/05/22"
"Genentech",1,"","Research and Development","https://www.gene.com",15373,"Genentech","Joachim Rudolph","1 DNA Way","South San Francisco","CA",94080,"United States","2016/11/29"
"Genetic Toxicology Data Bank (GENE-TOX)",3214,"","Governmental Organizations, Legacy Depositors","https://toxnet.nlm.nih.gov/newtoxnet/genetox.htm",22071,"National Library of Medicine","GENE-TOX Staff","8600 Rockville Pike","Bethesda","MD",20894,"United States","2018/05/14"
"Genome Instability in Tumors (B420) group, DKFZ",378,"","Research and Development","https://www.dkfz.de/en/forschung/schwerpunkte/fsp-b.php",25008,"German Cancer Research Center (DKFZ), Genome Instability in Tumors (B420)","Umar Khalid","Im Neuenheimer Feld 580","Heidelberg","",69120,"Germany","2021/11/29"
"Georganics",1581,"","Chemical Vendors","https://georganics.sk/",1003,"Georganics Ltd.","Lukas Nemcek","Hrnciarska 77","Pezinok","Pezinok",90201,"Slovakia","2021/11/25"
"GL Biochem",147,"","Chemical Vendors","http://www.glbiochem.com/cn/index/index.aspx",20910,"GL Biochem (Shanghai) Ltd.","Yan Wang","519 Ziyue Road, Minhang","Shanghai","Shanghai",200241,"China","2018/01/16"
"GlaxoSmithKline (GSK)",14118,"","Research and Development","https://www.gsk.com/en-gb/","GlaxoSmithKline (GSK)","GlaxoSmithKline","Rick Keenan","1250 S. Collegeville Rd","Collegeville","PA",19460,"United States","2022/01/07"
"Glentham Life Sciences Ltd.",16776,"","Chemical Vendors","https://www.glentham.com/en/",11995,"Glentham Life Sciences Ltd.","Samuel White","Unit 5 Leafield Way","Corsham","Wiltshire","SN13 9SW","United Kingdom","2016/02/12"
"GLIDA, GPCR-Ligand Database",21192,"","Legacy Depositors, Research and Development","http://pharminfo.pharm.kyoto-u.ac.jp/services/glida/","GLIDA, GPCR-Ligand Database","Department of Systems Biosciences for Drug Discovery, Kyoto UNIV.","Yasushi Okuno","46-29 Yoshida-Shimo-Adachi-cho, Sakyo-ku","Kyoto","Kyoto",606-8501,"Japan","2009/09/28"
"Glixx Labs Inc",1,"","Chemical Vendors","http://www.glixxlabs.com",5532,"Glixx Labs, Inc","Jung Xian","200 Turnpike Road","Southborough","MA",01772,"United States","2014/11/25"
"Gloriam Group: Computational Receptor Biology - Department of Drug Design and Pharmacology, University of Copenhagen",304,"","Curation Efforts","https://drug.ku.dk/disciplines/peptides-and-proteins/gloriam-group/",23965,"University of Copenhagen","Kasper Harpsoe","Jagtvej 162","Copenhagen","",2100,"Denmark","2020/05/28"
"GlyTouCan Project",31774,"","Research and Development","https://glytoucan.org",11830,"GlyTouCan Project","Issaku Yamada","1-9-7 Kaga, Itabashi-ku","Tokyo","","","Japan","2021/10/18"
"GNF / Scripps  Winzeler lab",5697,"","Legacy Depositors, Research and Development","https://www.novartis.com/",784,"Scripps","Stephan Meister","10550 N. Torrey Pines Rd","La Jolla","CA",92037,"United States","2011/12/12"
"Golm Metabolome Database (GMD), Max Planck Institute of Molecular Plant Physiology",1320,"","Legacy Depositors, Research and Development","http://gmd.mpimp-golm.mpg.de/","Golm Metabolome Database (GMD), Max Planck Institute of Molecular Plant Physiology","Max Planck Institute of Molecular Plant Physiology","Jan Hummel","Am Muehlenberg 1","Potsdam","Brandenburg / Berlin",14476,"Germany","2010/04/20"
"Google Patents",21566272,"","Research and Development","https://patents.google.com",24262,"Google","Ian Wetherbee","345 Spear St","San Francisco","CA",94105,"United States","2021/12/04"
"Grape King Bio",1,"","Research and Development","https://www.grapeking.com.tw/en/rd/biocenter",20848,"Grape King Bio","Hsu Shya","No.60, Sec. 3, Longgang Rd., Zhongli Dist.","Taoyuan City","",320,"Taiwan","2017/12/04"
"Greatcell Solar Materials",7,"","Chemical Vendors","https://www.greatcellsolarmaterials.com/",24132,"Greatcell Solar Materials","Yanek Hebting","28 Faunce St","Queanbeyan","NSW",2620,"Australia","2020/05/27"
"Grechko Lab, Department of Pharmacology and Bioinformatics, Volgograd State Medical University",1,"","Research and Development","http://attic.volgmed.ru/index_eng.php",23439,"Volgograd State Medical University","Konstantin Kalitin","Pavshikh Bortsov Sq., 1","Volgograd","",400131,"Russia","2019/04/19"
"Gregory Genta-Jouve, University Paris Descartes",42,"","Research and Development","https://scholar.google.com/citations?user=iCQj3ikAAAAJ&hl=fr",12098,"University Paris Descartes","Gregory Genta-Jouve","4 avenue de l'observatoire","Paris","","","France","2019/07/03"
"Gregory J. Crowther",13460,"","Research and Development","http://www.washington.edu",1187,"University of Washington","Gregory Crowther","Box 358584","Bothell","WA",98011,"United States","2016/01/29"
"Gulick Lab, Department of Structural Biology, University at Buffalo",4400,"","Research and Development","http://www.acsu.buffalo.edu/~amgulick/",23265,"University at Buffalo Jacobs School of Medicine and Biomedical Sciences","Andrew Gulick","955 Main St","Buffalo","NY",12403,"United States","2018/11/10"
"Guri Giaever, Pharmaceutical Sciences, University of British Columbia",3275,"","Research and Development","http://chemogenomics.pharmacy.ubc.ca/HIPHOP/",4381,"University of British Columbia","Guri Giaever","6620-2405 Wesbrook Mall","Vancouver","British Columbia","V6T 1Z3","Canada","2014/06/26"
"Hairui Chemical",62363,"","Chemical Vendors","https://www.hairuichem.com/",22077,"Hairui Chemical","Gavin Yu","Joinhands Science Park","Hangzhou","Zhejiang","","China","2018/08/28"
"Hangzhou APIChem Technology",27291,"","Chemical Vendors","http://www.apichemistry.com","Hangzhou APIChem Technology","Hangzhou APIChem Technology Co., Ltd.","David Wen","No.176 Tiancheng Road","Hangzhou","Zhejiang",310004,"China","2021/10/28"
"Hangzhou Trylead Chemical Technology",9322,"","Chemical Vendors, Legacy Depositors","http://www.trylead-chem.com","Hangzhou Trylead Chemical Technology","Hangzhou Trylead Chemical Technology Co., Ltd","Raven Jiang","Zhaohui Road #179, Xiacheng District","Hangzhou ","Zhe Jiang",310000,"China","2009/09/25"
"Hanmi",2,"","Research and Development","http://www.hanmipharm.com/ehanmi/handler/Home-Start",24103,"Hanmi pharmaceutical","Soyoung Cho","14, Wiryeseong-daero, Songpa-gu","Seoul","","","South Korea","2020/05/20"
"HDH Pharma",40203,"","Chemical Vendors, Legacy Depositors","http://hdhpharma.com","HDH Pharma","HDH Pharma, Inc","Goverdhan Vavilala","112 Nova Dr.","Morrisville","NC",27560,"United States","2008/10/06"
"Hefei Hirisun Pharmatech Co., Ltd",10720,"","Chemical Vendors","http://www.hirisunpharm.com",15329,"Hefei Hirisun Pharmatech Co., Ltd","Wayne Qian","4F-06, Xiangjiangguoji Building 1 No. 6232, Yulong Road, Binhu District","Hefei","Anhui",230601,"China","2018/12/13"
"Hello Bio",1478,"","Chemical Vendors","https://www.hellobio.com/",11809,"Hello Bio","Huw Davies","Unit 3, Moorend Farm Rd, IO Centre, Cabot Park","Avonmouth","Bristol","BS110QL","United Kingdom","2019/09/25"
"Herbest Bio-Tech",420,"","Chemical Vendors","http://www.bjherbest.com",15295,"Baoji Herbest Bio-Tech Co.,Ltd","Herbest Yu","No. 8, Jintai District, Baoguo Road","Baoji","Shannxi",721013,"China","2016/11/03"
"Heterocyclics Research Chemicals & Building blocks",4919,"","Chemical Vendors","https://www.heterocyclics.com/",20936,"Heterocyclics, Inc.","Manoj Reddy","347 Plainfield Ave, Suite 101","Edison","NJ",08817,"United States","2018/01/27"
"Heteroz LLC",100,"","Chemical Vendors","http://heteroz.com/",14198,"Heteroz, LLC","Anil Sharma","104 TW Alexander Dr","Durham","NC",27709,"United States","2016/07/15"
"Hopax Fine Chemicals",30,"","Chemical Vendors","https://www.hopaxfc.com/en",18824,"Hopax Fine Chemicals","Hopax Contact","No.28, Huadong Rd., Daliao District","Kaohsiung","Kaohsiung",831,"Taiwan","2018/03/30"
"Horrigan Lab, Baylor College of Medicine",951,"","Research and Development","https://www.bcm.edu/research/labs/frank-horrigan/",22072,"Baylor College of Medicine, Dept. of Molecular Physiology and Biophysics","Frank Horrigan","One Baylor Plaza, BCM335","Houston","TX",77030,"United States","2019/01/03"
"Human Metabolome Database (HMDB)",217776,"","Curation Efforts, Research and Development","https://hmdb.ca/",811,"Wishart Research Group, University of Alberta","Craig Knox","University of Alberta 116 St. and 85 Ave.","Edmonton","AB","T6G2R3","Canada","2021/11/15"
"HUMGENEX",16,"","Chemical Vendors, Legacy Depositors","",866,"Humgenex, Inc.","Nikolai Soldatov","3105 Starner Court","Kensington","MD",20895,"United States","2012/04/13"
"Hunan Huateng Pharmaceutical Co., Ltd.",6720,"","Chemical Vendors","https://us.huatengsci.com/",23765,"Hunan Huateng Pharmaceutical Co., Ltd.","Scarlett Zou","Lugu Business Plaza E1, Yuelu District","Changsha","Hunan",410006,"China","2022/02/08"
"Iain Fraser",43744,"","Research and Development","https://www.niaid.nih.gov/research/iain-dc-fraser-phd",11962,"NIAID, NIH","Iain Fraser","9000 Rockville Pike, Building 4, Rm. 109A","Bethesda","MD",20892,"United States","2017/02/24"
"IBM",15193999,"","Research and Development","https://www.research.ibm.com/labs/almaden/",816,"IBM Almaden Research Center","Ying Chen","650 Harry Road","San Jose","CA",95120,"United States","2017/01/26"
"ICCB-Longwood Screening Facility, Harvard Medical School",683443,"","Research and Development","https://iccb.med.harvard.edu/","ICCB-Longwood/NSRB Screening Facility, Harvard Medical School","Harvard Medical School","David Wrobel","250 Longwood Ave.","Boston","MA",02115,"United States","2020/10/31"
"ichemcluster",23,"","Chemical Vendors","https://www.ichemcluster.com/hbw_cms/bzh.php",15302,"ichemcluster","ichem cluster","ZhiYuan Building TianYuan East Street #58","Nanjing","Jiangsu","","China","2016/10/31"
"iChemical Technology USA Inc",59819,"","Chemical Vendors, Legacy Depositors","http://www.ichemical.com",15247,"iChemical Technology USA Inc","Michael Liu","113 BARKSDALE PROFESSIONAL CTR","NEWARK","DE",19711,"United States","2018/12/13"
"IHU Mediterranee Infection",2,"","Legacy Depositors, Research and Development","https://www.mediterranee-infection.com/recherche/plateforme/plateforme-chromatographie-et-spectrometrie-de-masse/",20962,"IHU Mediterranee Infection","Nicholas Armstrong","19-21 boulevard Jean Moulin","Marseille","","","France","2018/07/10"
"Immune Epitope Database (IEDB)",2067,"","NIH Initiatives","http://www.iedb.org",2312,"Immune Epitope Database and Analysis Project","r vita","9420 Athena Circle","La Jolla","California",92037,"United States","2014/04/15"
"Immunology Lab, Department of Biotechnology, Calicut University",1,"","Legacy Depositors, Research and Development","http://www.universityofcalicut.info/index.php?option=com_content&task=view&id=2109&Itemid=246",719,"Immunology Lab, Department of Biotechnology, Calicut University","Rahul Raghavan.TV","Immunology lab, Department of Biotechnology,Thenjipalam, Malappuram District","Malappuram","Kerala",673635,"India","2011/03/10"
"InFarmatik",1077,"","Chemical Vendors, Legacy Depositors","http://www.infarmatik.com","InFarmatik","InFarmatik, Inc.","Barry Feigelman","6114 La Salle Ave, #582","Oakland","CA",94611,"United States","2008/01/29"
"InfectX Consortium",115878,"","Legacy Depositors, Research and Development","http://www.systemsx.ch/projects/research-technology-and-development-projects/completed-rtd-projects/infectx-2010-2013/",10589,"ETH Zurich","Fabian Schmich","Mattenstrasse 26","Basel","Basel",4058,"Switzerland","2015/03/19"
"Infinium PharmaChem Pvt Ltd",142,"","Chemical Vendors","https://infiniumpharmachem.com/",22149,"Infinium PharmaChem Pvt Ltd","Mitesh Chikhaliya","Suite #205, ""SIGMA PRIME"", Second Floor,  Nr. Sardar Patel Statute, Railway Station Road","Vallabh Vidyanagar","Gujarat",388120,"India","2019/03/27"
"Inhibitor 2",440,"","Chemical Vendors, Legacy Depositors","http://www.inhibitor2.com",939,"Inhibitor2","Wendy Yu","2626 South Loop West, Suite 225, Houston, TX 77054 USA","Houston","TX",77054,"United States","2012/07/10"
"Innovapharm",517683,"","Chemical Vendors","http://innovapharm.com.ua/",23416,"Innovapharm Ltd","Yuri Glushakov","Krasnotkatskaya 42","Kiev","Kiev",02094,"Ukraine","2021/10/29"
"Innovative Therapeutics Lab",2,"","Research and Development","https://www.ed.ac.uk/cancer-centre/research/unciti-broceta-group",15254,"University of Edinburgh","Asier Unciti-Broceta","Crewe Road South","Edinburgh","","EH4 2XR","United Kingdom","2016/10/10"
"Insect Molecular Biology Lab, Department of Environmental Biotechnology, Bharathidasan University",1,"","Legacy Depositors, Research and Development","http://www.bdu.ac.in/index1.php",783,"Bharathidasan University","Muthukalingan Krishnan","Palkalaiperur","Tiruchirappalli","Tamil Nadu",620024,"India","2011/09/25"
"INSERM, Institut National de la Sante et de la Recherche Medicale",22950,"","Governmental Organizations, Legacy Depositors","https://www.inserm.fr/en",830,"INSERM","Lorenzo Galluzzi","62, rue Nationale","Paris",--,75013,"France","2012/01/13"
"Iodochem",8358,"","Chemical Vendors","https://www.iodochem.com",23353,"Iodochem Co., Ltd.","Iodo chem","Joinhands Science Park,No.4028 S Ring Rd,Binjiang District","Hangzhou","Zhejiang",310051,"China","2020/04/15"
"Irvine Chemistry Lab",86,"","Chemical Vendors","http://www.irvinechemistry.com/",10690,"Irvine Chemistry Lab","Jin Luo","3303 E. Miraloma Ave, Ste 186","Anaheim","CA",92806,"United States","2015/05/05"
"Isca Biochemicals",126,"","Chemical Vendors","https://www.iscabiochemicals.com/",24970,"Isca Biochemicals","Duncan Crawford","26 Hanover road","Exeter","UK","EX1 2TL","United Kingdom","2022/02/07"
"Isoprenoids",5,"","Chemical Vendors, Legacy Depositors","http://isoprenoids.com/","Isoprenoids","Isoprenoids, LC","Ken Keller","3802 Spectrum Blvd","Tampa","FL",33612,"United States","2008/09/04"
"ISpharm",91993,"","Chemical Vendors, Legacy Depositors","http://www.ispharm.com","IS Chemical Technology","","Michael Liu","","Shanghai","Shanghai",200063,"China","2012/10/25"
"iThemba Pharmaceuticals",77,"","Chemical Vendors, Legacy Depositors","http://www.ithembapharma.com/","iThemba Pharmaceuticals","iThemba Pharmaceuticals","Grant Boyle","High Street Extension, Modderfontein","Johannesbug","Gauteng",1645,"South Africa","2010/05/28"
